,Index,Content ID,Reaction Type,Datetime,Sentiment,Score,Content Type,Category
21181,24018,9fdcedb3-8e19-4755-93b2-133673d4620b,hate,2020-11-14 12:29:27,negative,5,audio,travel
21182,24019,9fdcedb3-8e19-4755-93b2-133673d4620b,love,2021-02-14 22:45:30,positive,65,audio,travel
21183,24021,9489565a-a899-4693-ad48-369f86b4b862,scared,2020-08-23 22:45:46,negative,15,GIF,studying
21184,24022,9489565a-a899-4693-ad48-369f86b4b862,adore,2021-02-15 7:48:39,positive,72,GIF,studying
21185,24023,9489565a-a899-4693-ad48-369f86b4b862,intrigued,2020-07-07 0:58:54,positive,45,GIF,studying
21186,24024,9489565a-a899-4693-ad48-369f86b4b862,peeking,2020-08-17 12:14:07,neutral,35,GIF,studying
21187,24025,9489565a-a899-4693-ad48-369f86b4b862,interested,2020-07-18 23:11:01,positive,30,GIF,studying
21188,24026,9489565a-a899-4693-ad48-369f86b4b862,love,2020-11-30 15:14:37,positive,65,GIF,studying
21189,24027,9489565a-a899-4693-ad48-369f86b4b862,heart,2021-06-11 2:34:37,positive,60,GIF,studying
21190,24028,9489565a-a899-4693-ad48-369f86b4b862,like,2020-08-09 5:49:03,positive,50,GIF,studying
21191,24029,9489565a-a899-4693-ad48-369f86b4b862,interested,2021-04-11 15:05:54,positive,30,GIF,studying
21192,24031,9489565a-a899-4693-ad48-369f86b4b862,dislike,2020-12-07 5:45:55,negative,10,GIF,studying
21193,24032,9489565a-a899-4693-ad48-369f86b4b862,interested,2020-07-05 6:10:38,positive,30,GIF,studying
21194,24033,9489565a-a899-4693-ad48-369f86b4b862,interested,2020-07-12 19:24:33,positive,30,GIF,studying
21195,24034,9489565a-a899-4693-ad48-369f86b4b862,like,2021-03-05 16:30:16,positive,50,GIF,studying
21196,24035,9489565a-a899-4693-ad48-369f86b4b862,cherish,2020-09-18 23:02:11,positive,70,GIF,studying
21197,24036,9489565a-a899-4693-ad48-369f86b4b862,disgust,2020-11-10 11:31:11,negative,0,GIF,studying
21198,24037,9489565a-a899-4693-ad48-369f86b4b862,peeking,2021-03-06 6:29:54,neutral,35,GIF,studying
21199,24038,9489565a-a899-4693-ad48-369f86b4b862,peeking,2020-09-05 3:09:23,neutral,35,GIF,studying
21200,24039,9489565a-a899-4693-ad48-369f86b4b862,like,2021-03-16 23:52:20,positive,50,GIF,studying
21201,24041,9489565a-a899-4693-ad48-369f86b4b862,adore,2020-11-06 10:12:25,positive,72,GIF,studying
21202,24042,9489565a-a899-4693-ad48-369f86b4b862,peeking,2020-12-03 12:17:54,neutral,35,GIF,studying
21203,24043,9489565a-a899-4693-ad48-369f86b4b862,hate,2020-10-24 4:43:58,negative,5,GIF,studying
21204,24044,9489565a-a899-4693-ad48-369f86b4b862,interested,2020-11-13 18:02:02,positive,30,GIF,studying
21205,24046,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,super love,2020-08-31 16:22:23,positive,75,,
21206,24047,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,indifferent,2020-07-05 5:00:24,neutral,20,,
21207,24048,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,hate,2021-02-19 10:30:41,negative,5,,
21208,24049,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,dislike,2020-11-07 4:49:00,negative,10,,
21209,24050,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,disgust,2020-12-25 8:19:55,negative,0,,
21210,24051,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,want,2020-07-30 21:52:39,positive,70,,
21211,24052,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,hate,2020-12-09 21:18:06,negative,5,,
21212,24053,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,adore,2020-07-24 7:54:12,positive,72,,
21213,24054,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,worried,2020-12-22 23:40:37,negative,12,,
21214,24056,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,hate,2021-05-01 0:14:45,negative,5,,
21215,24057,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,scared,2020-12-30 16:04:08,negative,15,,
21216,24058,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,cherish,2020-09-23 8:40:11,positive,70,,
21217,24059,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,want,2021-06-09 3:14:44,positive,70,,
21218,24060,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,adore,2021-01-05 9:10:40,positive,72,,
21219,24061,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,heart,2020-11-03 16:27:40,positive,60,,
21220,24062,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,worried,2020-07-14 9:00:04,negative,12,,
21221,24063,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,cherish,2020-09-09 2:36:23,positive,70,,
21222,24064,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,super love,2020-09-29 10:34:46,positive,75,,
21223,24066,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,cherish,2020-08-07 8:14:04,positive,70,,
21224,24067,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,interested,2020-07-04 15:33:15,positive,30,,
21225,24068,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,heart,2021-06-06 7:27:39,positive,60,,
21226,24069,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,cherish,2021-05-10 1:14:04,positive,70,,
21227,24070,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,scared,2020-08-12 18:14:59,negative,15,,
21228,24071,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,indifferent,2021-04-17 2:28:49,neutral,20,,
21229,24072,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,dislike,2020-06-28 5:15:51,negative,10,,
21230,24073,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,disgust,2020-09-16 11:39:13,negative,0,,
21231,24074,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,heart,2020-06-22 15:12:40,positive,60,,
21232,24076,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,heart,2020-11-06 8:26:11,positive,60,,
21233,24077,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,heart,2021-02-23 23:46:25,positive,60,,
21234,24078,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,intrigued,2020-10-31 4:41:01,positive,45,,
21235,24079,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,worried,2021-04-09 14:52:47,negative,12,,
21236,24080,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,worried,2021-03-19 13:33:06,negative,12,,
21237,24081,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,love,2020-07-03 21:50:44,positive,65,,
21238,24082,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,dislike,2020-09-11 13:52:10,negative,10,,
21239,24083,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,hate,2020-09-04 17:20:24,negative,5,,
21240,24084,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,interested,2020-12-14 2:40:36,positive,30,,
21241,24086,5656bfe4-bcc1-4426-94b6-1f9dfe9a0db4,want,2020-12-01 5:00:16,positive,70,video,travel
21242,24087,5656bfe4-bcc1-4426-94b6-1f9dfe9a0db4,intrigued,2020-12-14 21:48:48,positive,45,video,travel
21243,24089,d347afb6-c092-4301-ba7d-4c59d10142cb,dislike,2021-02-02 2:08:15,negative,10,photo,tennis
21244,24090,d347afb6-c092-4301-ba7d-4c59d10142cb,want,2020-07-10 3:21:00,positive,70,photo,tennis
21245,24091,d347afb6-c092-4301-ba7d-4c59d10142cb,dislike,2020-11-08 19:11:40,negative,10,photo,tennis
21246,24092,d347afb6-c092-4301-ba7d-4c59d10142cb,like,2020-09-14 6:27:46,positive,50,photo,tennis
21247,24093,d347afb6-c092-4301-ba7d-4c59d10142cb,indifferent,2020-12-27 18:18:50,neutral,20,photo,tennis
21248,24094,d347afb6-c092-4301-ba7d-4c59d10142cb,cherish,2020-11-24 23:38:03,positive,70,photo,tennis
21249,24095,d347afb6-c092-4301-ba7d-4c59d10142cb,disgust,2020-12-28 5:08:29,negative,0,photo,tennis
21250,24096,d347afb6-c092-4301-ba7d-4c59d10142cb,like,2020-09-25 6:29:33,positive,50,photo,tennis
21251,24097,d347afb6-c092-4301-ba7d-4c59d10142cb,intrigued,2020-09-14 23:04:46,positive,45,photo,tennis
21252,24099,d347afb6-c092-4301-ba7d-4c59d10142cb,love,2021-02-24 14:45:02,positive,65,photo,tennis
21253,24100,d347afb6-c092-4301-ba7d-4c59d10142cb,super love,2020-12-30 7:51:44,positive,75,photo,tennis
21254,24101,d347afb6-c092-4301-ba7d-4c59d10142cb,hate,2020-11-29 21:12:13,negative,5,photo,tennis
21255,24102,d347afb6-c092-4301-ba7d-4c59d10142cb,cherish,2021-01-04 2:46:09,positive,70,photo,tennis
21256,24103,d347afb6-c092-4301-ba7d-4c59d10142cb,worried,2021-02-13 6:45:08,negative,12,photo,tennis
21257,24104,d347afb6-c092-4301-ba7d-4c59d10142cb,indifferent,2020-11-20 2:04:38,neutral,20,photo,tennis
21258,24105,d347afb6-c092-4301-ba7d-4c59d10142cb,intrigued,2021-05-28 2:53:04,positive,45,photo,tennis
21259,24106,d347afb6-c092-4301-ba7d-4c59d10142cb,peeking,2021-03-19 22:47:49,neutral,35,photo,tennis
21260,24107,d347afb6-c092-4301-ba7d-4c59d10142cb,cherish,2021-02-18 3:11:14,positive,70,photo,tennis
21261,24109,d347afb6-c092-4301-ba7d-4c59d10142cb,adore,2021-01-04 3:49:04,positive,72,photo,tennis
21262,24110,d347afb6-c092-4301-ba7d-4c59d10142cb,love,2020-06-22 8:37:17,positive,65,photo,tennis
21263,24111,d347afb6-c092-4301-ba7d-4c59d10142cb,scared,2021-03-01 19:36:23,negative,15,photo,tennis
21264,24112,d347afb6-c092-4301-ba7d-4c59d10142cb,disgust,2021-01-10 19:42:35,negative,0,photo,tennis
21265,24113,d347afb6-c092-4301-ba7d-4c59d10142cb,scared,2021-05-13 3:56:54,negative,15,photo,tennis
21266,24114,d347afb6-c092-4301-ba7d-4c59d10142cb,love,2021-04-01 18:14:42,positive,65,photo,tennis
21267,24115,d347afb6-c092-4301-ba7d-4c59d10142cb,worried,2020-11-06 1:54:43,negative,12,photo,tennis
21268,24116,d347afb6-c092-4301-ba7d-4c59d10142cb,super love,2021-04-07 5:24:04,positive,75,photo,tennis
21269,24117,d347afb6-c092-4301-ba7d-4c59d10142cb,love,2020-10-06 18:40:08,positive,65,photo,tennis
21270,24119,d347afb6-c092-4301-ba7d-4c59d10142cb,worried,2020-09-10 16:57:42,negative,12,photo,tennis
21271,24120,d347afb6-c092-4301-ba7d-4c59d10142cb,cherish,2020-09-24 14:53:14,positive,70,photo,tennis
21272,24121,d347afb6-c092-4301-ba7d-4c59d10142cb,want,2020-10-13 18:22:45,positive,70,photo,tennis
21273,24122,d347afb6-c092-4301-ba7d-4c59d10142cb,super love,2020-11-04 8:40:42,positive,75,photo,tennis
21274,24123,d347afb6-c092-4301-ba7d-4c59d10142cb,indifferent,2020-08-06 10:52:50,neutral,20,photo,tennis
21275,24124,d347afb6-c092-4301-ba7d-4c59d10142cb,love,2020-07-25 7:37:46,positive,65,photo,tennis
21276,24125,d347afb6-c092-4301-ba7d-4c59d10142cb,interested,2020-10-15 12:11:39,positive,30,photo,tennis
21277,24126,d347afb6-c092-4301-ba7d-4c59d10142cb,dislike,2021-01-04 21:24:25,negative,10,photo,tennis
21278,24127,d347afb6-c092-4301-ba7d-4c59d10142cb,peeking,2021-04-16 10:42:34,neutral,35,photo,tennis
21279,24130,62e3c102-b551-4625-b949-d589babb16d8,peeking,2021-04-16 13:16:00,neutral,35,photo,soccer
21280,24131,62e3c102-b551-4625-b949-d589babb16d8,disgust,2020-08-20 23:01:15,negative,0,photo,soccer
21281,24132,62e3c102-b551-4625-b949-d589babb16d8,disgust,2020-11-21 9:38:15,negative,0,photo,soccer
21282,24133,62e3c102-b551-4625-b949-d589babb16d8,adore,2020-07-04 0:13:55,positive,72,photo,soccer
21283,24134,62e3c102-b551-4625-b949-d589babb16d8,indifferent,2020-12-27 22:22:40,neutral,20,photo,soccer
21284,24135,62e3c102-b551-4625-b949-d589babb16d8,want,2020-10-31 8:00:48,positive,70,photo,soccer
21285,24136,62e3c102-b551-4625-b949-d589babb16d8,adore,2021-01-13 7:26:24,positive,72,photo,soccer
21286,24137,62e3c102-b551-4625-b949-d589babb16d8,hate,2020-07-28 0:24:23,negative,5,photo,soccer
21287,24138,62e3c102-b551-4625-b949-d589babb16d8,cherish,2020-08-07 22:40:45,positive,70,photo,soccer
21288,24140,62e3c102-b551-4625-b949-d589babb16d8,hate,2021-04-21 11:24:30,negative,5,photo,soccer
21289,24141,62e3c102-b551-4625-b949-d589babb16d8,hate,2021-03-20 7:56:46,negative,5,photo,soccer
21290,24142,62e3c102-b551-4625-b949-d589babb16d8,indifferent,2020-09-16 10:29:32,neutral,20,photo,soccer
21291,24143,62e3c102-b551-4625-b949-d589babb16d8,want,2020-08-10 3:49:31,positive,70,photo,soccer
21292,24144,62e3c102-b551-4625-b949-d589babb16d8,want,2021-01-31 15:52:50,positive,70,photo,soccer
21293,24145,62e3c102-b551-4625-b949-d589babb16d8,super love,2021-02-01 1:15:42,positive,75,photo,soccer
21294,24146,62e3c102-b551-4625-b949-d589babb16d8,super love,2020-08-10 10:19:45,positive,75,photo,soccer
21295,24147,62e3c102-b551-4625-b949-d589babb16d8,dislike,2020-10-13 12:05:48,negative,10,photo,soccer
21296,24148,62e3c102-b551-4625-b949-d589babb16d8,worried,2020-11-07 6:29:59,negative,12,photo,soccer
21297,24150,62e3c102-b551-4625-b949-d589babb16d8,scared,2020-12-31 15:26:27,negative,15,photo,soccer
21298,24151,62e3c102-b551-4625-b949-d589babb16d8,dislike,2020-09-02 17:25:46,negative,10,photo,soccer
21299,24152,62e3c102-b551-4625-b949-d589babb16d8,intrigued,2021-04-05 4:21:37,positive,45,photo,soccer
21300,24153,62e3c102-b551-4625-b949-d589babb16d8,super love,2020-10-22 10:45:02,positive,75,photo,soccer
21301,24154,62e3c102-b551-4625-b949-d589babb16d8,scared,2021-05-12 4:07:09,negative,15,photo,soccer
21302,24155,62e3c102-b551-4625-b949-d589babb16d8,love,2020-09-07 21:55:37,positive,65,photo,soccer
21303,24156,62e3c102-b551-4625-b949-d589babb16d8,super love,2021-01-11 19:39:11,positive,75,photo,soccer
21304,24157,62e3c102-b551-4625-b949-d589babb16d8,adore,2020-07-11 6:49:11,positive,72,photo,soccer
21305,24158,62e3c102-b551-4625-b949-d589babb16d8,intrigued,2021-06-07 19:23:36,positive,45,photo,soccer
21306,24161,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,hate,2020-12-24 10:34:03,negative,5,GIF,soccer
21307,24162,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,interested,2020-08-17 19:29:20,positive,30,GIF,soccer
21308,24163,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,adore,2021-06-02 6:25:15,positive,72,GIF,soccer
21309,24164,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,scared,2020-08-18 11:05:38,negative,15,GIF,soccer
21310,24165,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,cherish,2021-06-09 21:40:06,positive,70,GIF,soccer
21311,24166,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,indifferent,2020-11-21 21:11:41,neutral,20,GIF,soccer
21312,24167,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,scared,2020-11-04 10:37:36,negative,15,GIF,soccer
21313,24168,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,hate,2021-04-13 15:54:42,negative,5,GIF,soccer
21314,24169,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,adore,2020-07-04 8:54:45,positive,72,GIF,soccer
21315,24171,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,disgust,2021-05-29 10:06:05,negative,0,GIF,soccer
21316,24172,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,love,2020-09-16 0:36:43,positive,65,GIF,soccer
21317,24173,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,indifferent,2020-07-28 16:53:22,neutral,20,GIF,soccer
21318,24174,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,worried,2021-04-11 11:02:11,negative,12,GIF,soccer
21319,24175,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,want,2021-03-18 12:05:11,positive,70,GIF,soccer
21320,24176,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,worried,2021-03-27 9:14:24,negative,12,GIF,soccer
21321,24177,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,love,2021-03-22 16:32:05,positive,65,GIF,soccer
21322,24178,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,adore,2020-11-10 13:15:07,positive,72,GIF,soccer
21323,24179,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,scared,2021-04-17 8:16:23,negative,15,GIF,soccer
21324,24181,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,peeking,2021-01-27 19:42:56,neutral,35,GIF,soccer
21325,24182,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,indifferent,2020-10-25 23:43:25,neutral,20,GIF,soccer
21326,24183,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,hate,2020-09-30 19:12:07,negative,5,GIF,soccer
21327,24184,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,love,2020-08-07 4:05:20,positive,65,GIF,soccer
21328,24186,37c5a8aa-d239-4b94-ae68-2754825d36ff,super love,2020-12-20 1:05:10,positive,75,,
21329,24187,37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,2021-01-17 14:02:00,positive,60,,
21330,24188,37c5a8aa-d239-4b94-ae68-2754825d36ff,scared,2021-02-18 19:25:08,negative,15,,
21331,24189,37c5a8aa-d239-4b94-ae68-2754825d36ff,indifferent,2020-12-06 14:05:53,neutral,20,,
21332,24190,37c5a8aa-d239-4b94-ae68-2754825d36ff,peeking,2020-09-20 6:35:39,neutral,35,,
21333,24191,37c5a8aa-d239-4b94-ae68-2754825d36ff,cherish,2021-01-16 5:22:33,positive,70,,
21334,24192,37c5a8aa-d239-4b94-ae68-2754825d36ff,indifferent,2020-11-09 9:52:30,neutral,20,,
21335,24193,37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,2021-01-02 19:49:15,positive,60,,
21336,24194,37c5a8aa-d239-4b94-ae68-2754825d36ff,indifferent,2020-06-18 22:06:31,neutral,20,,
21337,24196,37c5a8aa-d239-4b94-ae68-2754825d36ff,adore,2020-09-23 23:45:41,positive,72,,
21338,24197,37c5a8aa-d239-4b94-ae68-2754825d36ff,want,2021-02-25 3:16:11,positive,70,,
21339,24198,37c5a8aa-d239-4b94-ae68-2754825d36ff,interested,2020-12-26 17:17:09,positive,30,,
21340,24199,37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,2020-07-27 22:14:46,positive,60,,
21341,24200,37c5a8aa-d239-4b94-ae68-2754825d36ff,disgust,2020-10-10 10:42:40,negative,0,,
21342,24201,37c5a8aa-d239-4b94-ae68-2754825d36ff,adore,2021-05-23 1:35:33,positive,72,,
21343,24202,37c5a8aa-d239-4b94-ae68-2754825d36ff,dislike,2020-11-05 0:51:26,negative,10,,
21344,24203,37c5a8aa-d239-4b94-ae68-2754825d36ff,like,2021-05-05 5:32:13,positive,50,,
21345,24204,37c5a8aa-d239-4b94-ae68-2754825d36ff,cherish,2020-06-27 0:50:19,positive,70,,
21346,24206,37c5a8aa-d239-4b94-ae68-2754825d36ff,intrigued,2021-04-24 16:48:41,positive,45,,
21347,24207,37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,2020-06-27 1:58:12,positive,60,,
21348,24208,37c5a8aa-d239-4b94-ae68-2754825d36ff,indifferent,2020-08-21 6:57:45,neutral,20,,
21349,24209,37c5a8aa-d239-4b94-ae68-2754825d36ff,hate,2021-03-13 0:57:34,negative,5,,
21350,24210,37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,2021-05-27 15:32:12,positive,60,,
21351,24211,37c5a8aa-d239-4b94-ae68-2754825d36ff,adore,2020-10-09 11:41:00,positive,72,,
21352,24212,37c5a8aa-d239-4b94-ae68-2754825d36ff,peeking,2021-06-07 3:51:45,neutral,35,,
21353,24213,37c5a8aa-d239-4b94-ae68-2754825d36ff,like,2021-03-19 1:03:26,positive,50,,
21354,24214,37c5a8aa-d239-4b94-ae68-2754825d36ff,disgust,2020-07-22 12:05:57,negative,0,,
21355,24216,37c5a8aa-d239-4b94-ae68-2754825d36ff,dislike,2021-05-13 22:18:54,negative,10,,
21356,24217,37c5a8aa-d239-4b94-ae68-2754825d36ff,love,2021-03-21 19:24:19,positive,65,,
21357,24219,8644e163-704a-4a99-a859-5e07fcfe3879,want,2020-12-26 16:36:55,positive,70,photo,education
21358,24220,8644e163-704a-4a99-a859-5e07fcfe3879,heart,2021-04-25 11:51:59,positive,60,photo,education
21359,24221,8644e163-704a-4a99-a859-5e07fcfe3879,intrigued,2020-08-24 6:38:47,positive,45,photo,education
21360,24222,8644e163-704a-4a99-a859-5e07fcfe3879,hate,2020-07-30 8:03:35,negative,5,photo,education
21361,24223,8644e163-704a-4a99-a859-5e07fcfe3879,love,2021-03-24 6:40:08,positive,65,photo,education
21362,24224,8644e163-704a-4a99-a859-5e07fcfe3879,scared,2020-09-06 13:07:42,negative,15,photo,education
21363,24225,8644e163-704a-4a99-a859-5e07fcfe3879,intrigued,2020-11-23 9:58:30,positive,45,photo,education
21364,24226,8644e163-704a-4a99-a859-5e07fcfe3879,scared,2021-03-13 16:51:16,negative,15,photo,education
21365,24227,8644e163-704a-4a99-a859-5e07fcfe3879,peeking,2021-03-13 14:42:25,neutral,35,photo,education
21366,24229,8644e163-704a-4a99-a859-5e07fcfe3879,interested,2021-02-13 15:52:23,positive,30,photo,education
21367,24230,8644e163-704a-4a99-a859-5e07fcfe3879,disgust,2020-09-25 15:17:47,negative,0,photo,education
21368,24231,8644e163-704a-4a99-a859-5e07fcfe3879,want,2020-09-22 12:45:09,positive,70,photo,education
21369,24232,8644e163-704a-4a99-a859-5e07fcfe3879,adore,2020-08-21 11:13:30,positive,72,photo,education
21370,24233,8644e163-704a-4a99-a859-5e07fcfe3879,indifferent,2021-01-04 12:40:55,neutral,20,photo,education
21371,24234,8644e163-704a-4a99-a859-5e07fcfe3879,hate,2020-08-12 3:01:21,negative,5,photo,education
21372,24235,8644e163-704a-4a99-a859-5e07fcfe3879,worried,2021-01-31 19:11:58,negative,12,photo,education
21373,24236,8644e163-704a-4a99-a859-5e07fcfe3879,like,2021-02-14 15:25:58,positive,50,photo,education
21374,24237,8644e163-704a-4a99-a859-5e07fcfe3879,scared,2021-03-31 22:45:18,negative,15,photo,education
21375,24239,8644e163-704a-4a99-a859-5e07fcfe3879,adore,2021-05-27 18:18:43,positive,72,photo,education
21376,24240,8644e163-704a-4a99-a859-5e07fcfe3879,like,2020-12-07 2:55:26,positive,50,photo,education
21377,24241,8644e163-704a-4a99-a859-5e07fcfe3879,dislike,2021-03-20 15:40:07,negative,10,photo,education
21378,24242,8644e163-704a-4a99-a859-5e07fcfe3879,super love,2020-09-05 16:12:17,positive,75,photo,education
21379,24243,8644e163-704a-4a99-a859-5e07fcfe3879,intrigued,2021-03-19 13:28:26,positive,45,photo,education
21380,24244,8644e163-704a-4a99-a859-5e07fcfe3879,super love,2020-08-06 15:56:28,positive,75,photo,education
21381,24245,8644e163-704a-4a99-a859-5e07fcfe3879,interested,2020-10-12 4:04:18,positive,30,photo,education
21382,24246,8644e163-704a-4a99-a859-5e07fcfe3879,hate,2020-09-15 20:06:39,negative,5,photo,education
21383,24248,6547f69d-891d-4e1c-bd69-fc8735b8fca8,indifferent,2020-09-14 16:15:34,neutral,20,video,science
21384,24249,6547f69d-891d-4e1c-bd69-fc8735b8fca8,want,2020-08-11 18:48:03,positive,70,video,science
21385,24250,6547f69d-891d-4e1c-bd69-fc8735b8fca8,peeking,2021-02-05 20:09:00,neutral,35,video,science
21386,24251,6547f69d-891d-4e1c-bd69-fc8735b8fca8,heart,2021-02-01 8:32:11,positive,60,video,science
21387,24252,6547f69d-891d-4e1c-bd69-fc8735b8fca8,interested,2020-10-11 16:32:20,positive,30,video,science
21388,24253,6547f69d-891d-4e1c-bd69-fc8735b8fca8,love,2021-01-23 9:45:38,positive,65,video,science
21389,24254,6547f69d-891d-4e1c-bd69-fc8735b8fca8,heart,2020-10-25 0:16:18,positive,60,video,science
21390,24255,6547f69d-891d-4e1c-bd69-fc8735b8fca8,peeking,2020-12-08 16:26:49,neutral,35,video,science
21391,24256,6547f69d-891d-4e1c-bd69-fc8735b8fca8,love,2020-10-04 15:56:44,positive,65,video,science
21392,24258,6547f69d-891d-4e1c-bd69-fc8735b8fca8,cherish,2021-06-05 20:44:01,positive,70,video,science
21393,24259,6547f69d-891d-4e1c-bd69-fc8735b8fca8,intrigued,2021-04-16 8:54:39,positive,45,video,science
21394,24260,6547f69d-891d-4e1c-bd69-fc8735b8fca8,indifferent,2020-07-30 18:03:37,neutral,20,video,science
21395,24261,6547f69d-891d-4e1c-bd69-fc8735b8fca8,like,2020-12-16 22:29:58,positive,50,video,science
21396,24262,6547f69d-891d-4e1c-bd69-fc8735b8fca8,hate,2020-06-25 14:09:46,negative,5,video,science
21397,24263,6547f69d-891d-4e1c-bd69-fc8735b8fca8,want,2020-07-21 15:14:10,positive,70,video,science
21398,24264,6547f69d-891d-4e1c-bd69-fc8735b8fca8,interested,2021-05-09 18:12:40,positive,30,video,science
21399,24265,6547f69d-891d-4e1c-bd69-fc8735b8fca8,hate,2021-01-27 3:28:42,negative,5,video,science
21400,24266,6547f69d-891d-4e1c-bd69-fc8735b8fca8,intrigued,2020-09-02 15:38:45,positive,45,video,science
21401,24268,6547f69d-891d-4e1c-bd69-fc8735b8fca8,peeking,2020-07-02 0:53:45,neutral,35,video,science
21402,24269,6547f69d-891d-4e1c-bd69-fc8735b8fca8,peeking,2020-08-21 5:29:23,neutral,35,video,science
21403,24270,6547f69d-891d-4e1c-bd69-fc8735b8fca8,dislike,2020-11-18 22:30:02,negative,10,video,science
21404,24271,6547f69d-891d-4e1c-bd69-fc8735b8fca8,intrigued,2020-08-26 5:35:14,positive,45,video,science
21405,24272,6547f69d-891d-4e1c-bd69-fc8735b8fca8,dislike,2021-05-26 23:25:05,negative,10,video,science
21406,24273,6547f69d-891d-4e1c-bd69-fc8735b8fca8,heart,2021-04-15 13:16:45,positive,60,video,science
21407,24274,6547f69d-891d-4e1c-bd69-fc8735b8fca8,dislike,2021-01-11 14:12:59,negative,10,video,science
21408,24275,6547f69d-891d-4e1c-bd69-fc8735b8fca8,intrigued,2020-10-15 20:39:44,positive,45,video,science
21409,24276,6547f69d-891d-4e1c-bd69-fc8735b8fca8,want,2020-11-21 3:20:29,positive,70,video,science
21410,24278,6547f69d-891d-4e1c-bd69-fc8735b8fca8,want,2021-05-24 18:07:22,positive,70,video,science
21411,24279,6547f69d-891d-4e1c-bd69-fc8735b8fca8,scared,2020-08-25 15:32:37,negative,15,video,science
21412,24280,6547f69d-891d-4e1c-bd69-fc8735b8fca8,heart,2020-11-16 11:16:04,positive,60,video,science
21413,24281,6547f69d-891d-4e1c-bd69-fc8735b8fca8,disgust,2021-04-21 4:33:33,negative,0,video,science
21414,24282,6547f69d-891d-4e1c-bd69-fc8735b8fca8,intrigued,2020-08-15 2:16:21,positive,45,video,science
21415,24283,6547f69d-891d-4e1c-bd69-fc8735b8fca8,like,2021-05-25 20:38:53,positive,50,video,science
